Código FIPE,Modelo,Ano,Mês de Referência,Preço
008166-3,S5 Sportback 3.0 TFSI Quattro Stronic,2013,janeiro de 2021 ,"R$ 189.394,00"
008202-3,S6 4.0 TFSI Quattro S-Tronic 4p,2014,outubro de 2020 ,"R$ 216.845,00"
008078-0,S6 2.2 Avant 20V TB,1995,setembro de 2020 ,"R$ 16.613,00"
008038-1,S6 2.2 20V TB,1994,março de 2021 ,"R$ 13.845,00"
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2002,novembro de 2021 ,"R$ 57.083,00"
008202-3,S6 4.0 TFSI Quattro S-Tronic 4p,2014,setembro de 2020 ,"R$ 215.002,00"
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2002,outubro de 2021 ,"R$ 54.365,00"
008144-2,S6 5.2 Avant FSI V10 435cv Quattro Tiptr,2010,julho de 2021 ,"R$ 159.977,00"
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2002,setembro de 2021 ,"R$ 53.569,00"
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2002,janeiro de 2020 ,"R$ 51.523,00"
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2002,agosto de 2021 ,"R$ 50.375,00"
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2001,dezembro de 2021 ,"R$ 49.356,00"
008065-9,S8 4.2 Quattro Tiptronic,2000,janeiro de 2021 ,"R$ 69.366,00"
008064-0,S8 4.2 Quattro Mec.,2000,março de 2021 ,"R$ 60.705,00"
008198-1,S8 4.0 TFSI Quattro Tiptronic 4p,2016,abril de 2021 ,"R$ 533.425,00"
008065-9,S8 4.2 Quattro Tiptronic,2000,dezembro de 2021 ,"R$ 74.896,00"
008039-0,S6 Plus 4.2 V8 32V,1996,junho de 2021 ,"R$ 18.783,00"
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2001,junho de 2021 ,"R$ 46.206,00"
008039-0,S6 Plus 4.2 V8 32V,1996,maio de 2021 ,"R$ 18.508,00"
008188-4,S7 4.0 TFSI 420/450cv Quattro S-tronic,2014,maio de 2021 ,"R$ 221.120,00"
008188-4,S7 4.0 TFSI 420/450cv Quattro S-tronic,2014,abril de 2021 ,"R$ 221.120,00"
008188-4,S7 4.0 TFSI 420/450cv Quattro S-tronic,2014,junho de 2021 ,"R$ 230.230,00"
008188-4,S7 4.0 TFSI 420/450cv Quattro S-tronic,2014,janeiro de 2021 ,"R$ 224.784,00"
008126-4,TT 2.0 16v TFSI S-Tronic,2018,setembro de 2021 ,"R$ 271.422,00"
008198-1,S8 4.0 TFSI Quattro Tiptronic 4p,2015,março de 2021 ,"R$ 471.175,00"
008028-4,S8 4.2 Mec,1996,fevereiro de 2021 ,"R$ 30.389,00"
008198-1,S8 4.0 TFSI Quattro Tiptronic 4p,2013,maio de 2021 ,"R$ 294.588,00"
008198-1,S8 4.0 TFSI Quattro Tiptronic 4p,2015,fevereiro de 2021 ,"R$ 473.400,00"
008198-1,S8 4.0 TFSI Quattro Tiptronic 4p,2015,outubro de 2020 ,"R$ 484.011,00"
008028-4,S8 4.2 Mec,1996,abril de 2021 ,"R$ 30.297,00"
008028-4,S8 4.2 Mec,1996,dezembro de 2020 ,"R$ 30.481,00"
008028-4,S8 4.2 Mec,1996,maio de 2021 ,"R$ 30.251,00"
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2018,dezembro de 2020 ,"R$ 219.864,00"
008188-4,S7 4.0 TFSI 420/450cv Quattro S-tronic,2013,fevereiro de 2021 ,"R$ 206.839,00"
008188-4,S7 4.0 TFSI 420/450cv Quattro S-tronic,2013,março de 2021 ,"R$ 206.230,00"
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2014,novembro de 2020 ,"R$ 240.571,00"
008029-2,S8 4.2 Tiptronic,1998,março de 2021 ,"R$ 32.614,00"
008176-0,TTRS 2.5 TFSI QUATTRO S Tronic,32000,janeiro de 2021 ,"R$ 453.277,00"
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2018,julho de 2020 ,"R$ 260.048,00"
008029-2,S8 4.2 Tiptronic,1998,abril de 2021 ,"R$ 32.561,00"
008198-1,S8 4.0 TFSI Quattro Tiptronic 4p,2013,dezembro de 2020 ,"R$ 298.599,00"
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2018,agosto de 2020 ,"R$ 274.751,00"
008034-9,TT 1.8 TB 180cv,2004,novembro de 2020 ,"R$ 58.894,00"
008029-2,S8 4.2 Tiptronic,1998,janeiro de 2021 ,"R$ 32.720,00"
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2004,janeiro de 2021 ,"R$ 70.688,00"
008029-2,S8 4.2 Tiptronic,1998,fevereiro de 2021 ,"R$ 32.667,00"
008126-4,TT 2.0 16v TFSI S-Tronic,2016,agosto de 2021 ,"R$ 205.090,00"
008035-7,TT 1.8 TB Quattro 225cv,2004,dezembro de 2020 ,"R$ 60.121,00"
008035-7,TT 1.8 TB Quattro 225cv,2003,janeiro de 2021 ,"R$ 58.945,00"
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2004,fevereiro de 2021 ,"R$ 70.603,00"
008126-4,TT 2.0 16v TFSI S-Tronic,2016,junho de 2021 ,"R$ 200.043,00"
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2004,março de 2021 ,"R$ 70.525,00"
008126-4,TT 2.0 16v TFSI S-Tronic,2016,julho de 2021 ,"R$ 200.301,00"
008034-9,TT 1.8 TB 180cv,2003,dezembro de 2020 ,"R$ 57.020,00"
008034-9,TT 1.8 TB 180cv,2003,janeiro de 2021 ,"R$ 58.545,00"
008126-4,TT 2.0 16v TFSI S-Tronic,2016,maio de 2021 ,"R$ 195.543,00"
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2017,setembro de 2021 ,"R$ 289.993,00"
008126-4,TT 2.0 16v TFSI S-Tronic,2016,abril de 2021 ,"R$ 191.051,00"
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2012,outubro de 2020 ,"R$ 183.392,00"
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2016,novembro de 2020 ,"R$ 170.125,00"
008127-2,TT Roadster 2.0 16v TFSI S-Tronic,2016,outubro de 2020 ,"R$ 166.671,00"
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2012,setembro de 2020 ,"R$ 183.742,00"
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2013,julho de 2020 ,"R$ 200.115,00"
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2012,agosto de 2020 ,"R$ 184.111,00"
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2013,junho de 2020 ,"R$ 205.247,00"
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2017,junho de 2020 ,"R$ 248.962,00"
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2017,maio de 2020 ,"R$ 250.795,00"
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2017,fevereiro de 2020 ,"R$ 255.479,00"
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2017,abril de 2020 ,"R$ 253.374,00"
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2017,maio de 2020 ,"R$ 261.858,00"
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2017,junho de 2020 ,"R$ 260.131,00"
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2017,julho de 2020 ,"R$ 260.025,00"
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2017,janeiro de 2020 ,"R$ 256.707,00"
008126-4,TT 2.0 16v TFSI S-Tronic,2015,novembro de 2020 ,"R$ 144.157,00"
008176-0,TTRS 2.5 TFSI QUATTRO S Tronic,2018,novembro de 2020 ,"R$ 367.614,00"
008176-0,TTRS 2.5 TFSI QUATTRO S Tronic,2018,outubro de 2020 ,"R$ 360.053,00"
008176-0,TTRS 2.5 TFSI QUATTRO S Tronic,2014,dezembro de 2020 ,"R$ 244.502,00"
008176-0,TTRS 2.5 TFSI QUATTRO S Tronic,2018,setembro de 2020 ,"R$ 361.536,00"
040001-7,Buggy 1.6 2-Lug.,1996,agosto de 2021 ,"R$ 4.623,00"
040001-7,Buggy 1.6 2-Lug.,1996,novembro de 2021 ,"R$ 4.776,00"
040001-7,Buggy 1.6 2-Lug.,1996,maio de 2021 ,"R$ 4.425,00"
040001-7,Buggy 1.6 2-Lug.,1996,setembro de 2021 ,"R$ 4.691,00"
040001-7,Buggy 1.6 2-Lug.,1997,dezembro de 2021 ,"R$ 4.975,00"
040001-7,Buggy 1.6 2-Lug.,1996,julho de 2021 ,"R$ 4.556,00"
040001-7,Buggy 1.6 2-Lug.,1996,novembro de 2020 ,"R$ 4.497,00"
040001-7,Buggy 1.6 2-Lug.,1997,janeiro de 2021 ,"R$ 4.639,00"
040001-7,Buggy 1.6 2-Lug.,1996,junho de 2021 ,"R$ 4.490,00"
040001-7,Buggy 1.6 2-Lug.,1996,fevereiro de 2021 ,"R$ 4.461,00"
040001-7,Buggy 1.6 2-Lug.,1996,outubro de 2021 ,"R$ 4.760,00"
040001-7,Buggy 1.6 2-Lug.,1997,junho de 2020 ,"R$ 4.723,00"
040001-7,Buggy 1.6 2-Lug.,1996,dezembro de 2020 ,"R$ 4.485,00"
040001-7,Buggy 1.6 2-Lug.,1997,julho de 2020 ,"R$ 4.711,00"
040001-7,Buggy 1.6 2-Lug.,1996,abril de 2021 ,"R$ 4.437,00"
040001-7,Buggy 1.6 2-Lug.,1996,março de 2020 ,"R$ 4.593,00"
040001-7,Buggy 1.6 2-Lug.,1996,agosto de 2020 ,"R$ 4.533,00"
040001-7,Buggy 1.6 2-Lug.,1996,setembro de 2020 ,"R$ 4.521,00"
040001-7,Buggy 1.6 2-Lug.,1996,março de 2021 ,"R$ 4.449,00"
040001-7,Buggy 1.6 2-Lug.,1996,outubro de 2020 ,"R$ 4.509,00"
040001-7,Buggy 1.6 2-Lug.,1996,abril de 2020 ,"R$ 4.581,00"
040001-7,Buggy 1.6 2-Lug.,1996,fevereiro de 2020 ,"R$ 4.605,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2014,abril de 2021 ,"R$ 66.618,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2014,novembro de 2020 ,"R$ 60.409,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2013,julho de 2021 ,"R$ 63.665,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2013,junho de 2020 ,"R$ 56.053,00"
009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2014,novembro de 2020 ,"R$ 65.693,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2013,março de 2021 ,"R$ 59.084,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2013,agosto de 2021 ,"R$ 64.873,00"
009169-3,118iA Full 1.6 TB 16V 170cv 5p,2012,junho de 2021 ,"R$ 64.571,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2013,novembro de 2021 ,"R$ 69.631,00"
009258-4,118i Sport 1.5 TB 12V Aut. 5p,2021,maio de 2021 ,"R$ 210.303,00"
009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2013,abril de 2021 ,"R$ 65.197,00"
009171-5,116iA 1.6 TB 16V 136cv 5p,2013,dezembro de 2021 ,"R$ 71.540,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2011,dezembro de 2020 ,"R$ 46.326,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2011,agosto de 2020 ,"R$ 45.030,00"
009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2014,novembro de 2021 ,"R$ 78.730,00"
009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2013,agosto de 2020 ,"R$ 61.225,00"
009129-4,120iA 2.0 16V 156cv 3p,2008,dezembro de 2020 ,"R$ 39.513,00"
009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2013,outubro de 2020 ,"R$ 61.723,00"
009130-8,120iA Cabrio 2.0 16V 156cv 2p,2011,outubro de 2021 ,"R$ 94.429,00"
009169-3,118iA Full 1.6 TB 16V 170cv 5p,2012,janeiro de 2021 ,"R$ 58.935,00"
009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2013,dezembro de 2021 ,"R$ 75.047,00"
009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2012,março de 2020 ,"R$ 57.995,00"
009130-8,120iA Cabrio 2.0 16V 156cv 2p,2011,janeiro de 2021 ,"R$ 84.749,00"
009212-6,120iA Sport 2.0/ActiveFlex 16V Aut.,2016,setembro de 2021 ,"R$ 101.434,00"
009129-4,120iA 2.0 16V 156cv 3p,2008,outubro de 2021 ,"R$ 48.867,00"
009258-4,118i Sport 1.5 TB 12V Aut. 5p,2020,fevereiro de 2021 ,"R$ 173.695,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2010,outubro de 2020 ,"R$ 43.817,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2010,janeiro de 2021 ,"R$ 44.386,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2010,janeiro de 2020 ,"R$ 44.711,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2010,junho de 2020 ,"R$ 44.020,00"
009212-6,120iA Sport 2.0/ActiveFlex 16V Aut.,2016,fevereiro de 2021 ,"R$ 87.410,00"
009109-0,130i 3.0 24V 265cv 5p,2008,maio de 2021 ,"R$ 55.263,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2009,julho de 2020 ,"R$ 41.100,00"
009212-6,120iA Sport 2.0/ActiveFlex 16V Aut.,2015,agosto de 2021 ,"R$ 88.008,00"
009135-9,135iA Coupé 3.0 24V 306cv,2012,setembro de 2020 ,"R$ 103.635,00"
009135-9,135iA Coupé 3.0 24V 306cv,2012,janeiro de 2021 ,"R$ 114.275,00"
009109-0,130i 3.0 24V 265cv 5p,2008,outubro de 2020 ,"R$ 49.790,00"
009109-0,130i 3.0 24V 265cv 5p,2008,fevereiro de 2021 ,"R$ 49.461,00"
009212-6,120iA Sport 2.0/ActiveFlex 16V Aut.,2015,julho de 2021 ,"R$ 87.958,00"
009126-0,130iA 3.0 24V 265cv 3p,2008,junho de 2020 ,"R$ 51.010,00"
009109-0,130i 3.0 24V 265cv 5p,2007,abril de 2021 ,"R$ 50.136,00"
009109-0,130i 3.0 24V 265cv 5p,2008,junho de 2020 ,"R$ 51.922,00"
009130-8,120iA Cabrio 2.0 16V 156cv 2p,2009,agosto de 2021 ,"R$ 74.948,00"
009105-7,120iA 2.0 16V 150cv/ 156cv 5p,2008,março de 2020 ,"R$ 40.875,00"
009109-0,130i 3.0 24V 265cv 5p,2007,novembro de 2020 ,"R$ 48.010,00"
009109-0,130i 3.0 24V 265cv 5p,2007,março de 2021 ,"R$ 48.031,00"
009117-0,130iA 3.0 24V 265cv 5p,2011,outubro de 2021 ,"R$ 77.649,00"
009135-9,135iA Coupé 3.0 24V 306cv,2011,setembro de 2021 ,"R$ 144.298,00"
009109-0,130i 3.0 24V 265cv 5p,2007,janeiro de 2021 ,"R$ 47.625,00"
009217-7,220i Tourer Active Flex 2.0 TB Aut.,2017,dezembro de 2020 ,"R$ 97.666,00"
009117-0,130iA 3.0 24V 265cv 5p,2010,agosto de 2020 ,"R$ 56.058,00"
009135-9,135iA Coupé 3.0 24V 306cv,2010,agosto de 2020 ,"R$ 93.495,00"
009208-8,225i Active Tourer Sport 2.0 TB Aut.,2015,novembro de 2021 ,"R$ 106.861,00"
009117-0,130iA 3.0 24V 265cv 5p,2009,julho de 2020 ,"R$ 54.378,00"
009264-9,218i Gran Coupe Sport GP 1.5 Bi-Turbo,2020,novembro de 2020 ,"R$ 162.812,00"
009062-0,318i Cabrio 1.8 16V,1994,março de 2021 ,"R$ 23.295,00"
009155-3,318iA 2.0 16V 136cv 5p,2012,dezembro de 2020 ,"R$ 53.654,00"
009264-9,218i Gran Coupe Sport GP 1.5 Bi-Turbo,2020,agosto de 2020 ,"R$ 169.652,00"
009059-0,316 (todas),1993,setembro de 2021 ,"R$ 10.796,00"
009117-0,130iA 3.0 24V 265cv 5p,2008,novembro de 2021 ,"R$ 64.077,00"
009155-3,318iA 2.0 16V 136cv 5p,2011,fevereiro de 2021 ,"R$ 49.215,00"
009061-1,318i/iA Compact 1.8 16V,1996,janeiro de 2021 ,"R$ 16.254,00"
009059-0,316 (todas),1992,outubro de 2020 ,"R$ 9.808,00"
009002-6,318iS/ISA 1.9 16V,1998,dezembro de 2021 ,"R$ 23.614,00"
009061-1,318i/iA Compact 1.8 16V,1995,julho de 2021 ,"R$ 19.119,00"
009003-4,318Ti Compact Mec,1997,janeiro de 2021 ,"R$ 19.283,00"
009155-3,318iA 2.0 16V 136cv 5p,2011,março de 2021 ,"R$ 48.949,00"
009003-4,318Ti Compact Mec,1997,fevereiro de 2021 ,"R$ 19.261,00"
009001-8,318i/iA 1.8 16V,1995,agosto de 2021 ,"R$ 17.603,00"
009117-0,130iA 3.0 24V 265cv 5p,2007,fevereiro de 2020 ,"R$ 51.953,00"
009002-6,318iS/ISA 1.9 16V,1996,abril de 2021 ,"R$ 18.222,00"
009001-8,318i/iA 1.8 16V,1995,fevereiro de 2020 ,"R$ 17.131,00"
009002-6,318iS/ISA 1.9 16V,1997,janeiro de 2020 ,"R$ 20.746,00"
009001-8,318i/iA 1.8 16V,1995,maio de 2021 ,"R$ 16.841,00"
009060-3,318Ti/TiA Compact 1.9 16V,1998,maio de 2020 ,"R$ 20.998,00"
009002-6,318iS/ISA 1.9 16V,1996,novembro de 2020 ,"R$ 18.241,00"
009038-7,320i,2006,março de 2021 ,"R$ 42.082,00"
009038-7,320i,2006,junho de 2020 ,"R$ 38.666,00"
009001-8,318i/iA 1.8 16V,1994,dezembro de 2021 ,"R$ 18.260,00"
009060-3,318Ti/TiA Compact 1.9 16V,1997,maio de 2021 ,"R$ 21.782,00"
009039-5,320iA,2011,agosto de 2020 ,"R$ 51.537,00"
009038-7,320i,1993,junho de 2021 ,"R$ 14.560,00"
009039-5,320iA,2011,janeiro de 2021 ,"R$ 51.999,00"
009003-4,318Ti Compact Mec,1995,novembro de 2020 ,"R$ 14.816,00"
009039-5,320iA,2011,março de 2021 ,"R$ 53.246,00"
009038-7,320i,1993,julho de 2021 ,"R$ 14.776,00"
009060-3,318Ti/TiA Compact 1.9 16V,1997,julho de 2020 ,"R$ 19.678,00"
009003-4,318Ti Compact Mec,1995,dezembro de 2020 ,"R$ 15.441,00"
009060-3,318Ti/TiA Compact 1.9 16V,1997,dezembro de 2020 ,"R$ 19.781,00"
009038-7,320i,1992,maio de 2021 ,"R$ 12.655,00"
009060-3,318Ti/TiA Compact 1.9 16V,1996,setembro de 2021 ,"R$ 22.510,00"
009059-0,316 (todas),1987,novembro de 2020 ,"R$ 8.642,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2021,novembro de 2021 ,"R$ 279.845,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2021,novembro de 2020 ,"R$ 218.854,00"
009039-5,320iA,2010,junho de 2020 ,"R$ 48.608,00"
009057-3,323Ci Coupê,1999,abril de 2021 ,"R$ 32.154,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2021,março de 2021 ,"R$ 237.239,00"
009185-5,320iA GT Sport 2.0 Turbo 16V 184cv 5p,2016,julho de 2020 ,"R$ 110.985,00"
009059-0,316 (todas),1987,maio de 2020 ,"R$ 8.786,00"
009038-7,320i,1991,abril de 2021 ,"R$ 11.450,00"
009164-2,320iA 2.0 Turbo/ActiveFlex 16V/GP  4p,2015,setembro de 2021 ,"R$ 98.307,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2018,dezembro de 2021 ,"R$ 175.625,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2021,dezembro de 2020 ,"R$ 198.992,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2021,agosto de 2021 ,"R$ 252.855,00"
009001-8,318i/iA 1.8 16V,1992,janeiro de 2020 ,"R$ 13.800,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2021,março de 2021 ,"R$ 221.421,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2020,março de 2020 ,"R$ 195.320,00"
009063-8,323i 2.5 24V,2000,agosto de 2021 ,"R$ 29.622,00"
009164-2,320iA 2.0 Turbo/ActiveFlex 16V/GP  4p,2015,agosto de 2021 ,"R$ 96.356,00"
009063-8,323i 2.5 24V,2000,fevereiro de 2021 ,"R$ 26.947,00"
009001-8,318i/iA 1.8 16V,1991,junho de 2020 ,"R$ 10.820,00"
009063-8,323i 2.5 24V,2000,dezembro de 2021 ,"R$ 30.883,00"
009185-5,320iA GT Sport 2.0 Turbo 16V 184cv 5p,2014,outubro de 2021 ,"R$ 96.097,00"
009185-5,320iA GT Sport 2.0 Turbo 16V 184cv 5p,2014,abril de 2020 ,"R$ 79.228,00"
009039-5,320iA,2007,fevereiro de 2021 ,"R$ 44.514,00"
009040-9,323i Confort,1998,março de 2020 ,"R$ 22.955,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2020,novembro de 2020 ,"R$ 193.377,00"
009030-1,323i Touring,1999,março de 2021 ,"R$ 27.808,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2019,agosto de 2020 ,"R$ 138.927,00"
009040-9,323i Confort,1998,janeiro de 2020 ,"R$ 23.015,00"
009042-5,323i/iA Exclusive,1999,novembro de 2020 ,"R$ 26.815,00"
009063-8,323i 2.5 24V,1998,junho de 2020 ,"R$ 21.067,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2017,janeiro de 2020 ,"R$ 126.897,00"
009040-9,323i Confort,1998,abril de 2020 ,"R$ 22.925,00"
009040-9,323i Confort,1998,maio de 2020 ,"R$ 22.855,00"
009042-5,323i/iA Exclusive,1998,agosto de 2020 ,"R$ 24.483,00"
009056-5,323iA Top Sedan,2002,setembro de 2020 ,"R$ 34.805,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2016,maio de 2021 ,"R$ 121.753,00"
009042-5,323i/iA Exclusive,1998,setembro de 2020 ,"R$ 24.451,00"
009041-7,323iA Confort,1999,novembro de 2021 ,"R$ 32.553,00"
009043-3,323iA Sport,2001,junho de 2020 ,"R$ 30.109,00"
009213-4,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,2015,outubro de 2021 ,"R$ 106.555,00"
009042-5,323i/iA Exclusive,1998,dezembro de 2020 ,"R$ 25.581,00"
009064-6,323iA 2.5 24V,1999,junho de 2020 ,"R$ 24.825,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2017,janeiro de 2021 ,"R$ 109.270,00"
009041-7,323iA Confort,1998,março de 2021 ,"R$ 21.918,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2017,outubro de 2021 ,"R$ 135.358,00"
009041-7,323iA Confort,1998,março de 2020 ,"R$ 21.848,00"
009165-0,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,2017,janeiro de 2020 ,"R$ 115.301,00"
009044-1,323iA Touring,1998,janeiro de 2021 ,"R$ 30.221,00"
009064-6,323iA 2.5 24V,1998,março de 2020 ,"R$ 21.277,00"
009056-5,323iA Top Sedan,2000,outubro de 2020 ,"R$ 29.265,00"
009064-6,323iA 2.5 24V,1998,janeiro de 2020 ,"R$ 21.329,00"
009043-3,323iA Sport,1999,março de 2020 ,"R$ 26.091,00"
009031-0,323Ti Compact,1998,fevereiro de 2021 ,"R$ 19.403,00"
009032-8,323Ti Compact Sport,1999,janeiro de 2021 ,"R$ 25.696,00"
009005-0,325i/iA Cabrio,1996,janeiro de 2020 ,"R$ 36.710,00"
009033-6,323TiA Compact Top,1998,agosto de 2021 ,"R$ 27.463,00"
009032-8,323Ti Compact Sport,1998,maio de 2021 ,"R$ 26.376,00"
009032-8,323Ti Compact Sport,1999,junho de 2020 ,"R$ 25.050,00"
009031-0,323Ti Compact,1998,março de 2021 ,"R$ 19.381,00"
009043-3,323iA Sport,1998,setembro de 2020 ,"R$ 24.481,00"
009094-8,325iA 2.5 24V Protection,2002,dezembro de 2021 ,"R$ 43.468,00"
009005-0,325i/iA Cabrio,1995,maio de 2021 ,"R$ 34.880,00"
009056-5,323iA Top Sedan,1999,novembro de 2020 ,"R$ 25.547,00"
009033-6,323TiA Compact Top,1998,maio de 2020 ,"R$ 24.921,00"
009004-2,325i,1995,junho de 2020 ,"R$ 17.343,00"
009032-8,323Ti Compact Sport,1998,maio de 2020 ,"R$ 22.262,00"
009004-2,325i,1996,novembro de 2020 ,"R$ 18.807,00"
009094-8,325iA 2.5 24V Protection,2002,novembro de 2021 ,"R$ 42.826,00"
009036-0,325iA,2010,dezembro de 2020 ,"R$ 55.071,00"
009004-2,325i,1995,março de 2021 ,"R$ 18.354,00"
009004-2,325i,1994,abril de 2021 ,"R$ 17.566,00"
009005-0,325i/iA Cabrio,1993,abril de 2021 ,"R$ 28.329,00"
009112-0,325iA Touring,2008,outubro de 2021 ,"R$ 63.427,00"
009112-0,325iA Touring,2008,julho de 2021 ,"R$ 57.535,00"
009036-0,325iA,2009,dezembro de 2021 ,"R$ 63.871,00"
009006-9,328i/iA (modelo antigo),1998,março de 2020 ,"R$ 23.644,00"
009094-8,325iA 2.5 24V Protection,2001,agosto de 2021 ,"R$ 35.439,00"
009034-4,328i Touring/Sport,1998,agosto de 2021 ,"R$ 24.286,00"
009112-0,325iA Touring,2007,maio de 2020 ,"R$ 46.857,00"
009034-4,328i Touring/Sport,1997,novembro de 2021 ,"R$ 24.321,00"
009066-2,328i Exclusive 2.8 24V,1998,julho de 2020 ,"R$ 26.347,00"
009006-9,328i/iA (modelo antigo),1997,fevereiro de 2021 ,"R$ 22.848,00"
009112-0,325iA Touring,2006,dezembro de 2021 ,"R$ 61.389,00"
009091-3,325iA Coupé 2.5 24V 2p,2008,setembro de 2020 ,"R$ 66.613,00"
009005-0,325i/iA Cabrio,1993,maio de 2020 ,"R$ 28.862,00"
009034-4,328i Touring/Sport,1998,junho de 2020 ,"R$ 23.419,00"
009112-0,325iA Touring,2007,abril de 2021 ,"R$ 49.900,00"
009006-9,328i/iA (modelo antigo),1996,julho de 2021 ,"R$ 25.659,00"
009036-0,325iA,2008,janeiro de 2020 ,"R$ 45.264,00"
009034-4,328i Touring/Sport,1997,fevereiro de 2020 ,"R$ 21.958,00"
009006-9,328i/iA (modelo antigo),1997,janeiro de 2020 ,"R$ 22.279,00"
009112-0,325iA Touring,2006,dezembro de 2020 ,"R$ 43.900,00"
009034-4,328i Touring/Sport,1997,julho de 2021 ,"R$ 23.188,00"
009091-3,325iA Coupé 2.5 24V 2p,2007,janeiro de 2020 ,"R$ 59.737,00"
009022-0,328i/iA Cabrio,1997,março de 2020 ,"R$ 30.069,00"
009187-1,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,2016,janeiro de 2020 ,"R$ 156.625,00"
009187-1,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,2016,junho de 2021 ,"R$ 152.223,00"
009034-4,328i Touring/Sport,1997,março de 2020 ,"R$ 21.931,00"
009006-9,328i/iA (modelo antigo),1996,abril de 2021 ,"R$ 22.012,00"
009036-0,325iA,2008,novembro de 2020 ,"R$ 43.102,00"
009086-7,328i/iA (novo modelo),1998,agosto de 2021 ,"R$ 27.014,00"
009022-0,328i/iA Cabrio,1996,novembro de 2021 ,"R$ 28.383,00"
