Código FIPE,Modelo,Ano,Mês de Referência,Preço
801017-0,SXT 27.5 E 190cc,1991,novembro de 2021 ,"R$ 1.593,00"
801017-0,SXT 27.5 E 190cc,1990,julho de 2020 ,"R$ 1.434,00"
801019-6,TCHAU 50,1996,março de 2021 ,"R$ 1.252,00"
801019-6,TCHAU 50,2000,dezembro de 2021 ,"R$ 1.440,00"
801019-6,TCHAU 50,2003,julho de 2021 ,"R$ 1.526,00"
801018-8,SXT 27.5 EX 190cc,1995,setembro de 2021 ,"R$ 2.820,00"
801014-5,SST 13.5 125cc,1992,abril de 2021 ,"R$ 930,00"
801019-6,TCHAU 50,2004,agosto de 2020 ,"R$ 1.724,00"
801018-8,SXT 27.5 EX 190cc,1994,maio de 2021 ,"R$ 2.392,00"
801017-0,SXT 27.5 E 190cc,1995,setembro de 2021 ,"R$ 2.336,00"
801019-6,TCHAU 50,2002,junho de 2021 ,"R$ 1.458,00"
801018-8,SXT 27.5 EX 190cc,1992,dezembro de 2021 ,"R$ 2.405,00"
801018-8,SXT 27.5 EX 190cc,1997,março de 2020 ,"R$ 2.973,00"
801014-5,SST 13.5 125cc,1992,dezembro de 2020 ,"R$ 942,00"
801019-6,TCHAU 50,2000,outubro de 2020 ,"R$ 1.390,00"
801018-8,SXT 27.5 EX 190cc,1994,setembro de 2021 ,"R$ 2.527,00"
801014-5,SST 13.5 125cc,1991,dezembro de 2020 ,"R$ 900,00"
801019-6,TCHAU 50,1999,dezembro de 2021 ,"R$ 1.388,00"
801018-8,SXT 27.5 EX 190cc,1994,agosto de 2020 ,"R$ 2.446,00"
801018-8,SXT 27.5 EX 190cc,1993,setembro de 2021 ,"R$ 2.259,00"
801018-8,SXT 27.5 EX 190cc,1992,setembro de 2021 ,"R$ 2.169,00"
801019-6,TCHAU 50,1999,outubro de 2020 ,"R$ 1.337,00"
801018-8,SXT 27.5 EX 190cc,1996,outubro de 2020 ,"R$ 2.807,00"
801018-8,SXT 27.5 EX 190cc,1992,fevereiro de 2021 ,"R$ 2.068,00"
801017-0,SXT 27.5 E 190cc,1990,novembro de 2020 ,"R$ 1.418,00"
801014-5,SST 13.5 125cc,1990,dezembro de 2020 ,"R$ 861,00"
801017-0,SXT 27.5 E 190cc,1994,setembro de 2021 ,"R$ 2.004,00"
801018-8,SXT 27.5 EX 190cc,1991,setembro de 2021 ,"R$ 1.911,00"
801019-6,TCHAU 50,1996,outubro de 2020 ,"R$ 1.272,00"
801018-8,SXT 27.5 EX 190cc,1995,outubro de 2020 ,"R$ 2.717,00"
801018-8,SXT 27.5 EX 190cc,1996,março de 2020 ,"R$ 2.863,00"
801018-8,SXT 27.5 EX 190cc,1994,outubro de 2020 ,"R$ 2.434,00"
801017-0,SXT 27.5 E 190cc,1992,setembro de 2020 ,"R$ 1.807,00"
801018-8,SXT 27.5 EX 190cc,1991,dezembro de 2021 ,"R$ 1.975,00"
801019-6,TCHAU 50,1996,fevereiro de 2021 ,"R$ 1.256,00"
801018-8,SXT 27.5 EX 190cc,1995,março de 2020 ,"R$ 2.766,00"
801018-8,SXT 27.5 EX 190cc,1995,dezembro de 2020 ,"R$ 2.703,00"
801017-0,SXT 27.5 E 190cc,1991,janeiro de 2020 ,"R$ 1.548,00"
801017-0,SXT 27.5 E 190cc,1991,setembro de 2020 ,"R$ 1.516,00"
801019-6,TCHAU 50,1995,fevereiro de 2021 ,"R$ 1.178,00"
801014-5,SST 13.5 125cc,1992,junho de 2020 ,"R$ 960,00"
801018-8,SXT 27.5 EX 190cc,1994,março de 2020 ,"R$ 2.476,00"
801018-8,SXT 27.5 EX 190cc,1992,janeiro de 2021 ,"R$ 2.073,00"
801019-6,TCHAU 50,2004,dezembro de 2020 ,"R$ 1.689,00"
801018-8,SXT 27.5 EX 190cc,1995,julho de 2020 ,"R$ 2.738,00"
801014-5,SST 13.5 125cc,1991,junho de 2020 ,"R$ 918,00"
801019-6,TCHAU 50,2003,dezembro de 2020 ,"R$ 1.519,00"
801017-0,SXT 27.5 E 190cc,1991,maio de 2021 ,"R$ 1.484,00"
801017-0,SXT 27.5 E 190cc,1990,janeiro de 2020 ,"R$ 1.458,00"
801009-9,ELEFANTRE 30.0 ES 190cc,1991,maio de 2020 ,"R$ 1.761,00"
801019-6,TCHAU 50,2002,julho de 2021 ,"R$ 1.477,00"
801018-8,SXT 27.5 EX 190cc,1991,junho de 2021 ,"R$ 1.836,00"
801018-8,SXT 27.5 EX 190cc,1996,julho de 2021 ,"R$ 2.965,00"
801018-8,SXT 27.5 EX 190cc,1993,agosto de 2020 ,"R$ 2.192,00"
801019-6,TCHAU 50,2004,junho de 2020 ,"R$ 1.742,00"
801019-6,TCHAU 50,2004,janeiro de 2021 ,"R$ 1.681,00"
801014-5,SST 13.5 125cc,1990,junho de 2020 ,"R$ 879,00"
801019-6,TCHAU 50,2002,novembro de 2021 ,"R$ 1.542,00"
801019-6,TCHAU 50,2004,maio de 2020 ,"R$ 1.751,00"
801019-6,TCHAU 50,2002,abril de 2021 ,"R$ 1.444,00"
801018-8,SXT 27.5 EX 190cc,1995,julho de 2021 ,"R$ 2.745,00"
801019-6,TCHAU 50,1996,maio de 2021 ,"R$ 1.245,00"
801019-6,TCHAU 50,2003,janeiro de 2021 ,"R$ 1.512,00"
801019-6,TCHAU 50,1995,maio de 2021 ,"R$ 1.169,00"
801018-8,SXT 27.5 EX 190cc,1991,setembro de 2020 ,"R$ 1.849,00"
801018-8,SXT 27.5 EX 190cc,1996,novembro de 2020 ,"R$ 2.799,00"
801019-6,TCHAU 50,2001,abril de 2021 ,"R$ 1.393,00"
801018-8,SXT 27.5 EX 190cc,1994,julho de 2021 ,"R$ 2.460,00"
801018-8,SXT 27.5 EX 190cc,1993,maio de 2021 ,"R$ 2.138,00"
801019-6,TCHAU 50,2002,janeiro de 2021 ,"R$ 1.465,00"
801019-6,TCHAU 50,2003,agosto de 2020 ,"R$ 1.551,00"
801018-8,SXT 27.5 EX 190cc,1993,julho de 2021 ,"R$ 2.199,00"
801017-0,SXT 27.5 E 190cc,1990,setembro de 2020 ,"R$ 1.426,00"
801019-6,TCHAU 50,2001,janeiro de 2021 ,"R$ 1.414,00"
801018-8,SXT 27.5 EX 190cc,1992,fevereiro de 2020 ,"R$ 2.138,00"
801017-0,SXT 27.5 E 190cc,1990,maio de 2021 ,"R$ 1.394,00"
801019-6,TCHAU 50,2004,março de 2020 ,"R$ 1.769,00"
801019-6,TCHAU 50,2000,janeiro de 2021 ,"R$ 1.352,00"
801018-8,SXT 27.5 EX 190cc,1992,maio de 2021 ,"R$ 2.053,00"
801019-6,TCHAU 50,2004,janeiro de 2020 ,"R$ 1.787,00"
801019-6,TCHAU 50,1995,outubro de 2020 ,"R$ 1.190,00"
801019-6,TCHAU 50,2000,outubro de 2021 ,"R$ 1.430,00"
801018-8,SXT 27.5 EX 190cc,1992,agosto de 2020 ,"R$ 2.102,00"
801009-9,ELEFANTRE 30.0 ES 190cc,1990,maio de 2020 ,"R$ 1.677,00"
801018-8,SXT 27.5 EX 190cc,1991,agosto de 2020 ,"R$ 1.854,00"
801019-6,TCHAU 50,1995,março de 2021 ,"R$ 1.175,00"
801019-6,TCHAU 50,2004,julho de 2020 ,"R$ 1.733,00"
801019-6,TCHAU 50,2003,julho de 2020 ,"R$ 1.559,00"
801018-8,SXT 27.5 EX 190cc,1991,fevereiro de 2020 ,"R$ 1.884,00"
801019-6,TCHAU 50,1996,dezembro de 2021 ,"R$ 1.339,00"
801019-6,TCHAU 50,1999,outubro de 2021 ,"R$ 1.380,00"
801019-6,TCHAU 50,2001,junho de 2021 ,"R$ 1.406,00"
801018-8,SXT 27.5 EX 190cc,1993,outubro de 2020 ,"R$ 2.180,00"
801018-8,SXT 27.5 EX 190cc,1992,outubro de 2020 ,"R$ 2.090,00"
801019-6,TCHAU 50,1996,outubro de 2021 ,"R$ 1.331,00"
801019-6,TCHAU 50,2003,janeiro de 2020 ,"R$ 1.607,00"
801019-6,TCHAU 50,2003,março de 2020 ,"R$ 1.591,00"
801018-8,SXT 27.5 EX 190cc,1991,outubro de 2020 ,"R$ 1.844,00"
801019-6,TCHAU 50,2004,setembro de 2021 ,"R$ 1.741,00"
801019-6,TCHAU 50,2002,julho de 2020 ,"R$ 1.507,00"
801019-6,TCHAU 50,2002,dezembro de 2020 ,"R$ 1.472,00"
801017-0,SXT 27.5 E 190cc,1990,novembro de 2021 ,"R$ 1.496,00"
801019-6,TCHAU 50,2004,agosto de 2021 ,"R$ 1.718,00"
801018-8,SXT 27.5 EX 190cc,1993,março de 2020 ,"R$ 2.222,00"
801019-6,TCHAU 50,1995,outubro de 2021 ,"R$ 1.250,00"
801018-8,SXT 27.5 EX 190cc,1994,novembro de 2021 ,"R$ 2.570,00"
801019-6,TCHAU 50,2002,janeiro de 2020 ,"R$ 1.553,00"
801019-6,TCHAU 50,2002,março de 2020 ,"R$ 1.537,00"
801019-6,TCHAU 50,2003,agosto de 2021 ,"R$ 1.546,00"
801017-0,SXT 27.5 E 190cc,1993,maio de 2020 ,"R$ 1.894,00"
801019-6,TCHAU 50,2001,dezembro de 2020 ,"R$ 1.421,00"
801019-6,TCHAU 50,2001,janeiro de 2020 ,"R$ 1.498,00"
801019-6,TCHAU 50,2000,dezembro de 2020 ,"R$ 1.356,00"
801018-8,SXT 27.5 EX 190cc,1995,novembro de 2020 ,"R$ 2.710,00"
801018-8,SXT 27.5 EX 190cc,1993,novembro de 2021 ,"R$ 2.403,00"
801018-8,SXT 27.5 EX 190cc,1992,julho de 2021 ,"R$ 2.111,00"
801019-6,TCHAU 50,2001,julho de 2020 ,"R$ 1.456,00"
801018-8,SXT 27.5 EX 190cc,1992,novembro de 2021 ,"R$ 2.328,00"
801018-8,SXT 27.5 EX 190cc,1996,abril de 2020 ,"R$ 2.855,00"
801017-0,SXT 27.5 E 190cc,1993,setembro de 2021 ,"R$ 1.937,00"
801019-6,TCHAU 50,2001,julho de 2021 ,"R$ 1.425,00"
801018-8,SXT 27.5 EX 190cc,1991,fevereiro de 2021 ,"R$ 1.824,00"
801018-8,SXT 27.5 EX 190cc,1994,julho de 2020 ,"R$ 2.452,00"
801018-8,SXT 27.5 EX 190cc,1991,maio de 2021 ,"R$ 1.809,00"
801019-6,TCHAU 50,2002,agosto de 2021 ,"R$ 1.497,00"
801019-6,TCHAU 50,2004,setembro de 2020 ,"R$ 1.715,00"
801014-5,SST 13.5 125cc,1991,abril de 2021 ,"R$ 888,00"
801019-6,TCHAU 50,2002,agosto de 2020 ,"R$ 1.500,00"
801017-0,SXT 27.5 E 190cc,1992,maio de 2020 ,"R$ 1.736,00"
801019-6,TCHAU 50,2001,agosto de 2021 ,"R$ 1.444,00"
801018-8,SXT 27.5 EX 190cc,1991,novembro de 2021 ,"R$ 1.943,00"
801017-0,SXT 27.5 E 190cc,1993,dezembro de 2020 ,"R$ 1.859,00"
801019-6,TCHAU 50,2000,janeiro de 2020 ,"R$ 1.437,00"
801019-6,TCHAU 50,2000,junho de 2021 ,"R$ 1.356,00"
801019-6,TCHAU 50,2003,junho de 2020 ,"R$ 1.567,00"
801019-6,TCHAU 50,2001,novembro de 2020 ,"R$ 1.428,00"
801019-6,TCHAU 50,1999,junho de 2021 ,"R$ 1.309,00"
801019-6,TCHAU 50,2004,abril de 2020 ,"R$ 1.760,00"
801018-8,SXT 27.5 EX 190cc,1992,março de 2020 ,"R$ 2.132,00"
801018-8,SXT 27.5 EX 190cc,1991,julho de 2021 ,"R$ 1.861,00"
801019-6,TCHAU 50,1999,janeiro de 2021 ,"R$ 1.306,00"
801019-6,TCHAU 50,2000,agosto de 2021 ,"R$ 1.392,00"
801014-5,SST 13.5 125cc,1990,abril de 2021 ,"R$ 849,00"
801019-6,TCHAU 50,2000,abril de 2021 ,"R$ 1.340,00"
801017-0,SXT 27.5 E 190cc,1991,maio de 2020 ,"R$ 1.532,00"
801019-6,TCHAU 50,2000,novembro de 2020 ,"R$ 1.385,00"
801017-0,SXT 27.5 E 190cc,1992,dezembro de 2020 ,"R$ 1.792,00"
801019-6,TCHAU 50,1999,agosto de 2021 ,"R$ 1.344,00"
801017-0,SXT 27.5 E 190cc,1991,dezembro de 2020 ,"R$ 1.504,00"
801018-8,SXT 27.5 EX 190cc,1991,janeiro de 2021 ,"R$ 1.829,00"
801019-6,TCHAU 50,2003,setembro de 2021 ,"R$ 1.567,00"
801019-6,TCHAU 50,2001,março de 2020 ,"R$ 1.484,00"
801019-6,TCHAU 50,2000,julho de 2021 ,"R$ 1.374,00"
801019-6,TCHAU 50,2003,maio de 2020 ,"R$ 1.575,00"
801017-0,SXT 27.5 E 190cc,1992,setembro de 2021 ,"R$ 1.866,00"
801019-6,TCHAU 50,1999,abril de 2021 ,"R$ 1.294,00"
801019-6,TCHAU 50,1996,junho de 2021 ,"R$ 1.263,00"
801019-6,TCHAU 50,1999,novembro de 2020 ,"R$ 1.333,00"
801019-6,TCHAU 50,2002,maio de 2020 ,"R$ 1.521,00"
801018-8,SXT 27.5 EX 190cc,1995,março de 2021 ,"R$ 2.682,00"
801018-8,SXT 27.5 EX 190cc,1996,abril de 2021 ,"R$ 2.785,00"
801019-6,TCHAU 50,1999,dezembro de 2020 ,"R$ 1.310,00"
801019-6,TCHAU 50,1996,abril de 2021 ,"R$ 1.248,00"
801018-8,SXT 27.5 EX 190cc,1995,abril de 2021 ,"R$ 2.675,00"
801018-8,SXT 27.5 EX 190cc,1993,julho de 2020 ,"R$ 2.198,00"
801019-6,TCHAU 50,1995,abril de 2021 ,"R$ 1.172,00"
801018-8,SXT 27.5 EX 190cc,1994,abril de 2021 ,"R$ 2.398,00"
801018-8,SXT 27.5 EX 190cc,1991,março de 2020 ,"R$ 1.879,00"
801019-6,TCHAU 50,1999,janeiro de 2020 ,"R$ 1.387,00"
801019-6,TCHAU 50,2003,abril de 2020 ,"R$ 1.583,00"
801018-8,SXT 27.5 EX 190cc,1993,abril de 2021 ,"R$ 2.144,00"
801017-0,SXT 27.5 E 190cc,1990,dezembro de 2020 ,"R$ 1.414,00"
801018-8,SXT 27.5 EX 190cc,1992,julho de 2020 ,"R$ 2.108,00"
801019-6,TCHAU 50,2002,abril de 2020 ,"R$ 1.529,00"
801019-6,TCHAU 50,1996,agosto de 2021 ,"R$ 1.297,00"
801018-8,SXT 27.5 EX 190cc,1991,julho de 2020 ,"R$ 1.859,00"
801019-6,TCHAU 50,2001,abril de 2020 ,"R$ 1.477,00"
801019-6,TCHAU 50,2004,fevereiro de 2020 ,"R$ 1.778,00"
801019-6,TCHAU 50,2002,junho de 2020 ,"R$ 1.514,00"
801017-0,SXT 27.5 E 190cc,1991,setembro de 2021 ,"R$ 1.567,00"
801019-6,TCHAU 50,2003,setembro de 2020 ,"R$ 1.543,00"
801019-6,TCHAU 50,2001,agosto de 2020 ,"R$ 1.449,00"
801018-8,SXT 27.5 EX 190cc,1992,abril de 2021 ,"R$ 2.058,00"
801019-6,TCHAU 50,1999,julho de 2021 ,"R$ 1.326,00"
801019-6,TCHAU 50,1996,janeiro de 2020 ,"R$ 1.308,00"
801018-8,SXT 27.5 EX 190cc,1995,abril de 2020 ,"R$ 2.759,00"
801018-8,SXT 27.5 EX 190cc,1992,outubro de 2021 ,"R$ 2.258,00"
801018-8,SXT 27.5 EX 190cc,1994,abril de 2020 ,"R$ 2.470,00"
801019-6,TCHAU 50,1995,janeiro de 2020 ,"R$ 1.217,00"
801019-6,TCHAU 50,1995,agosto de 2021 ,"R$ 1.218,00"
801019-6,TCHAU 50,2000,abril de 2020 ,"R$ 1.425,00"
801018-8,SXT 27.5 EX 190cc,1994,março de 2021 ,"R$ 2.404,00"
801019-6,TCHAU 50,2000,julho de 2020 ,"R$ 1.413,00"
801019-6,TCHAU 50,1996,julho de 2021 ,"R$ 1.280,00"
801017-0,SXT 27.5 E 190cc,1990,setembro de 2021 ,"R$ 1.471,00"
801019-6,TCHAU 50,1999,julho de 2020 ,"R$ 1.363,00"
801019-6,TCHAU 50,1996,janeiro de 2021 ,"R$ 1.260,00"
801019-6,TCHAU 50,1999,abril de 2020 ,"R$ 1.375,00"
801019-6,TCHAU 50,1995,julho de 2021 ,"R$ 1.202,00"
801019-6,TCHAU 50,2001,junho de 2020 ,"R$ 1.463,00"
801019-6,TCHAU 50,1995,janeiro de 2021 ,"R$ 1.181,00"
801018-8,SXT 27.5 EX 190cc,1994,novembro de 2020 ,"R$ 2.428,00"
801019-6,TCHAU 50,2001,maio de 2020 ,"R$ 1.470,00"
801018-8,SXT 27.5 EX 190cc,1991,outubro de 2021 ,"R$ 1.937,00"
801019-6,TCHAU 50,2000,junho de 2020 ,"R$ 1.417,00"
801019-6,TCHAU 50,1995,dezembro de 2021 ,"R$ 1.258,00"
801019-6,TCHAU 50,2002,setembro de 2020 ,"R$ 1.493,00"
801019-6,TCHAU 50,2000,maio de 2020 ,"R$ 1.421,00"
801019-6,TCHAU 50,1996,novembro de 2020 ,"R$ 1.268,00"
801019-6,TCHAU 50,2002,setembro de 2021 ,"R$ 1.517,00"
801019-6,TCHAU 50,1999,junho de 2020 ,"R$ 1.367,00"
801019-6,TCHAU 50,1996,abril de 2020 ,"R$ 1.296,00"
801017-0,SXT 27.5 E 190cc,1990,maio de 2020 ,"R$ 1.442,00"
801019-6,TCHAU 50,2001,setembro de 2021 ,"R$ 1.463,00"
801019-6,TCHAU 50,2001,setembro de 2020 ,"R$ 1.442,00"
801019-6,TCHAU 50,1996,dezembro de 2020 ,"R$ 1.264,00"
801019-6,TCHAU 50,2000,setembro de 2021 ,"R$ 1.411,00"
801018-8,SXT 27.5 EX 190cc,1993,novembro de 2020 ,"R$ 2.174,00"
801019-6,TCHAU 50,2003,fevereiro de 2020 ,"R$ 1.599,00"
801019-6,TCHAU 50,1995,novembro de 2020 ,"R$ 1.187,00"
801019-6,TCHAU 50,2000,setembro de 2020 ,"R$ 1.394,00"
801018-8,SXT 27.5 EX 190cc,1993,abril de 2020 ,"R$ 2.216,00"
801019-6,TCHAU 50,1999,setembro de 2021 ,"R$ 1.362,00"
801018-8,SXT 27.5 EX 190cc,1992,abril de 2020 ,"R$ 2.126,00"
801019-6,TCHAU 50,1999,maio de 2020 ,"R$ 1.371,00"
801019-6,TCHAU 50,2002,fevereiro de 2020 ,"R$ 1.545,00"
801019-6,TCHAU 50,2000,março de 2020 ,"R$ 1.429,00"
801019-6,TCHAU 50,1995,abril de 2020 ,"R$ 1.208,00"
801019-6,TCHAU 50,1995,junho de 2021 ,"R$ 1.186,00"
801018-8,SXT 27.5 EX 190cc,1993,março de 2021 ,"R$ 2.150,00"
801019-6,TCHAU 50,2001,fevereiro de 2020 ,"R$ 1.491,00"
801019-6,TCHAU 50,2000,agosto de 2020 ,"R$ 1.398,00"
801019-6,TCHAU 50,1999,setembro de 2020 ,"R$ 1.341,00"
801019-6,TCHAU 50,1996,setembro de 2021 ,"R$ 1.314,00"
801019-6,TCHAU 50,1999,agosto de 2020 ,"R$ 1.345,00"
801019-6,TCHAU 50,1995,setembro de 2021 ,"R$ 1.234,00"
801019-6,TCHAU 50,2000,fevereiro de 2020 ,"R$ 1.433,00"
801019-6,TCHAU 50,1996,junho de 2020 ,"R$ 1.288,00"
801018-8,SXT 27.5 EX 190cc,1991,abril de 2021 ,"R$ 1.814,00"
801019-6,TCHAU 50,1995,junho de 2020 ,"R$ 1.202,00"
801019-6,TCHAU 50,1996,maio de 2020 ,"R$ 1.292,00"
801019-6,TCHAU 50,1995,dezembro de 2020 ,"R$ 1.184,00"
801019-6,TCHAU 50,1996,julho de 2020 ,"R$ 1.284,00"
801019-6,TCHAU 50,1995,maio de 2020 ,"R$ 1.205,00"
801019-6,TCHAU 50,1996,agosto de 2020 ,"R$ 1.280,00"
801019-6,TCHAU 50,1995,julho de 2020 ,"R$ 1.199,00"
801018-8,SXT 27.5 EX 190cc,1992,março de 2021 ,"R$ 2.063,00"
801019-6,TCHAU 50,1999,março de 2020 ,"R$ 1.379,00"
801018-8,SXT 27.5 EX 190cc,1992,novembro de 2020 ,"R$ 2.084,00"
801019-6,TCHAU 50,1996,setembro de 2020 ,"R$ 1.276,00"
801018-8,SXT 27.5 EX 190cc,1991,março de 2021 ,"R$ 1.819,00"
801018-8,SXT 27.5 EX 190cc,1991,novembro de 2020 ,"R$ 1.839,00"
801019-6,TCHAU 50,1999,fevereiro de 2020 ,"R$ 1.383,00"
801019-6,TCHAU 50,1996,março de 2020 ,"R$ 1.300,00"
801019-6,TCHAU 50,1995,setembro de 2020 ,"R$ 1.193,00"
801019-6,TCHAU 50,1996,fevereiro de 2020 ,"R$ 1.304,00"
801019-6,TCHAU 50,1995,fevereiro de 2020 ,"R$ 1.214,00"
801018-8,SXT 27.5 EX 190cc,1991,abril de 2020 ,"R$ 1.874,00"
801019-6,TCHAU 50,1995,março de 2020 ,"R$ 1.211,00"
801019-6,TCHAU 50,1995,agosto de 2020 ,"R$ 1.196,00"
