Código FIPE,Modelo,Ano,Mês de Referência,Preço
501030-6,14000 / 14000 S 2p (diesel) (E5),32000,agosto de 2021 ,"R$ 309.400,00"
501030-6,14000 / 14000 S 2p (diesel) (E5),32000,dezembro de 2020 ,"R$ 258.400,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2021,novembro de 2021 ,"R$ 181.681,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2021,maio de 2021 ,"R$ 169.988,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2021,abril de 2021 ,"R$ 171.221,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2021,janeiro de 2021 ,"R$ 165.965,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2021,dezembro de 2021 ,"R$ 182.316,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2021,julho de 2021 ,"R$ 175.125,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2021,agosto de 2021 ,"R$ 177.751,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2020,junho de 2021 ,"R$ 157.357,00"
501027-6,13000 Turbo 2p (diesel),2010,março de 2021 ,"R$ 62.032,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2020,maio de 2020 ,"R$ 150.251,00"
501027-6,13000 Turbo 2p (diesel),2010,junho de 2021 ,"R$ 62.302,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2020,outubro de 2021 ,"R$ 165.118,00"
501027-6,13000 Turbo 2p (diesel),2009,maio de 2021 ,"R$ 58.368,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2020,julho de 2020 ,"R$ 149.474,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2020,agosto de 2020 ,"R$ 148.816,00"
501040-3,14000 LX 2p (diesel) (E5),2016,dezembro de 2021 ,"R$ 132.099,00"
501040-3,14000 LX 2p (diesel) (E5),2016,fevereiro de 2021 ,"R$ 123.575,00"
501040-3,14000 LX 2p (diesel) (E5),2016,julho de 2021 ,"R$ 126.889,00"
501040-3,14000 LX 2p (diesel) (E5),2016,outubro de 2021 ,"R$ 131.180,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2021,junho de 2021 ,"R$ 261.584,00"
501001-2,1600 D-RD 2p (diesel),1993,fevereiro de 2020 ,"R$ 14.154,00"
501001-2,1600 D-RD 2p (diesel),1993,janeiro de 2020 ,"R$ 14.196,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2020,maio de 2021 ,"R$ 235.052,00"
501001-2,1600 D-RD 2p (diesel),1992,março de 2020 ,"R$ 13.343,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2020,outubro de 2020 ,"R$ 218.055,00"
501030-6,14000 / 14000 S 2p (diesel) (E5),2019,janeiro de 2021 ,"R$ 185.859,00"
501002-0,1600 D-RS 2p (diesel),1993,dezembro de 2021 ,"R$ 15.686,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2020,novembro de 2020 ,"R$ 222.854,00"
501030-6,14000 / 14000 S 2p (diesel) (E5),2019,outubro de 2020 ,"R$ 182.645,00"
501030-6,14000 / 14000 S 2p (diesel) (E5),2019,fevereiro de 2021 ,"R$ 185.450,00"
501027-6,13000 Turbo 2p (diesel),2007,outubro de 2021 ,"R$ 54.682,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2017,abril de 2020 ,"R$ 107.856,00"
501030-6,14000 / 14000 S 2p (diesel) (E5),2018,novembro de 2020 ,"R$ 151.904,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2019,abril de 2020 ,"R$ 197.791,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,março de 2021 ,"R$ 161.609,00"
501030-6,14000 / 14000 S 2p (diesel) (E5),2018,setembro de 2020 ,"R$ 153.389,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2017,março de 2020 ,"R$ 106.099,00"
501002-0,1600 D-RS 2p (diesel),1992,novembro de 2021 ,"R$ 13.669,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2017,janeiro de 2020 ,"R$ 107.352,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,agosto de 2021 ,"R$ 173.428,00"
501030-6,14000 / 14000 S 2p (diesel) (E5),2018,janeiro de 2020 ,"R$ 160.215,00"
501027-6,13000 Turbo 2p (diesel),2007,setembro de 2020 ,"R$ 53.178,00"
501003-9,1800 D-RD 2p (diesel),1992,janeiro de 2021 ,"R$ 14.480,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,julho de 2020 ,"R$ 165.399,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,março de 2020 ,"R$ 170.011,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,janeiro de 2020 ,"R$ 172.521,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,junho de 2020 ,"R$ 166.498,00"
501003-9,1800 D-RD 2p (diesel),1992,outubro de 2020 ,"R$ 14.609,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,maio de 2020 ,"R$ 167.638,00"
501003-9,1800 D-RD 2p (diesel),1992,abril de 2020 ,"R$ 14.868,00"
501003-9,1800 D-RD 2p (diesel),1992,fevereiro de 2020 ,"R$ 14.794,00"
501031-4,14000 / 14000 S 6x2 2p (diesel) (E5),2018,janeiro de 2021 ,"R$ 163.632,00"
501004-7,1800 D-RS 2p (diesel),1992,julho de 2021 ,"R$ 15.014,00"
501005-5,4500 D-RD 2p (diesel),1995,agosto de 2021 ,"R$ 20.439,00"
501003-9,1800 D-RD 2p (diesel),1992,dezembro de 2020 ,"R$ 14.523,00"
501021-7,6000 D CD RS/ RD 3p (diesel),2006,setembro de 2020 ,"R$ 44.255,00"
501005-5,4500 D-RD 2p (diesel),1995,novembro de 2020 ,"R$ 19.687,00"
501003-9,1800 D-RD 2p (diesel),1992,março de 2020 ,"R$ 14.912,00"
501007-1,5000 D-RD 2p (diesel),1997,junho de 2021 ,"R$ 28.692,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2016,fevereiro de 2021 ,"R$ 96.859,00"
501007-1,5000 D-RD 2p (diesel),1996,maio de 2021 ,"R$ 27.079,00"
501005-5,4500 D-RD 2p (diesel),1995,maio de 2020 ,"R$ 19.831,00"
501006-3,4500 D-RS 2p (diesel),1995,dezembro de 2021 ,"R$ 20.125,00"
501005-5,4500 D-RD 2p (diesel),1994,abril de 2020 ,"R$ 18.215,00"
501005-5,4500 D-RD 2p (diesel),1994,outubro de 2020 ,"R$ 18.093,00"
501007-1,5000 D-RD 2p (diesel),1996,janeiro de 2020 ,"R$ 27.595,00"
501006-3,4500 D-RS 2p (diesel),1994,novembro de 2021 ,"R$ 17.999,00"
501005-5,4500 D-RD 2p (diesel),1994,março de 2020 ,"R$ 18.236,00"
501009-8,7000 D 2p (diesel),2002,novembro de 2020 ,"R$ 36.742,00"
501005-5,4500 D-RD 2p (diesel),1994,maio de 2021 ,"R$ 17.953,00"
501007-1,5000 D-RD 2p (diesel),1996,fevereiro de 2020 ,"R$ 27.710,00"
501012-8,7500 TD 2p (diesel),2005,dezembro de 2020 ,"R$ 41.471,00"
501007-1,5000 D-RD 2p (diesel),1996,setembro de 2020 ,"R$ 27.390,00"
501008-0,5000 D-RS 2p (diesel),1995,dezembro de 2021 ,"R$ 22.236,00"
501007-1,5000 D-RD 2p (diesel),1995,outubro de 2020 ,"R$ 23.485,00"
501007-1,5000 D-RD 2p (diesel),1995,novembro de 2020 ,"R$ 23.454,00"
501013-6,7500 TDX 2p (diesel),2004,março de 2021 ,"R$ 42.585,00"
501007-1,5000 D-RD 2p (diesel),1995,março de 2020 ,"R$ 23.277,00"
501024-1,8000 Furgovan 4.3 TDI Mec 4p,2011,agosto de 2021 ,"R$ 56.637,00"
501024-1,8000 Furgovan 4.3 TDI Mec 4p,2011,janeiro de 2020 ,"R$ 59.997,00"
501026-8,8500 E-tronic CE 2p (diesel),2012,dezembro de 2021 ,"R$ 71.972,00"
501021-7,6000 D CD RS/ RD 3p (diesel),2003,agosto de 2020 ,"R$ 35.371,00"
501026-8,8500 E-tronic CE 2p (diesel),2012,novembro de 2021 ,"R$ 71.721,00"
501014-4,8500 Turbo 2p (diesel),2012,dezembro de 2021 ,"R$ 71.191,00"
501020-9,6000 D CS 2p (diesel),2009,novembro de 2020 ,"R$ 49.009,00"
501002-0,1600 D-RS 2p (diesel),1987,abril de 2021 ,"R$ 9.944,00"
501034-9,10000 / 10000 S  2p (diesel) (E5),2013,setembro de 2021 ,"R$ 95.036,00"
501021-7,6000 D CD RS/ RD 3p (diesel),2003,julho de 2020 ,"R$ 35.471,00"
501009-8,7000 D 2p (diesel),1997,setembro de 2020 ,"R$ 26.224,00"
501010-1,7000 D-RD CD 4p (diesel),1995,janeiro de 2021 ,"R$ 23.933,00"
501020-9,6000 D CS 2p (diesel),2009,junho de 2020 ,"R$ 49.055,00"
501009-8,7000 D 2p (diesel),1997,agosto de 2020 ,"R$ 25.958,00"
501010-1,7000 D-RD CD 4p (diesel),1995,dezembro de 2020 ,"R$ 23.965,00"
501010-1,7000 D-RD CD 4p (diesel),1995,outubro de 2020 ,"R$ 24.029,00"
501020-9,6000 D CS 2p (diesel),2009,outubro de 2020 ,"R$ 49.211,00"
501009-8,7000 D 2p (diesel),1997,outubro de 2020 ,"R$ 26.553,00"
501010-1,7000 D-RD CD 4p (diesel),1995,novembro de 2020 ,"R$ 23.997,00"
501010-1,7000 D-RD CD 4p (diesel),1995,setembro de 2020 ,"R$ 23.560,00"
501010-1,7000 D-RD CD 4p (diesel),1995,agosto de 2020 ,"R$ 23.591,00"
501010-1,7000 D-RD CD 4p (diesel),1995,maio de 2020 ,"R$ 23.360,00"
501010-1,7000 D-RD CD 4p (diesel),1995,junho de 2020 ,"R$ 23.329,00"
501010-1,7000 D-RD CD 4p (diesel),1995,março de 2020 ,"R$ 23.422,00"
501029-2,8500 Turbo CD 3p (diesel),2011,junho de 2021 ,"R$ 74.066,00"
501011-0,7000 DX 2p (diesel),1999,fevereiro de 2020 ,"R$ 27.546,00"
501011-0,7000 DX 2p (diesel),1999,abril de 2020 ,"R$ 27.468,00"
501012-8,7500 TD 2p (diesel),2002,novembro de 2020 ,"R$ 37.416,00"
501013-6,7500 TDX 2p (diesel),2001,agosto de 2020 ,"R$ 33.543,00"
501038-1,8700 LX 2p (diesel) (E5),2017,setembro de 2021 ,"R$ 103.308,00"
501013-6,7500 TDX 2p (diesel),2001,fevereiro de 2021 ,"R$ 33.013,00"
501011-0,7000 DX 2p (diesel),1998,outubro de 2021 ,"R$ 29.641,00"
501013-6,7500 TDX 2p (diesel),2001,setembro de 2020 ,"R$ 33.452,00"
501013-6,7500 TDX 2p (diesel),2001,dezembro de 2020 ,"R$ 33.187,00"
501024-1,8000 Furgovan 4.3 TDI Mec 4p,2009,junho de 2021 ,"R$ 49.848,00"
501024-1,8000 Furgovan 4.3 TDI Mec 4p,2009,maio de 2021 ,"R$ 49.112,00"
501024-1,8000 Furgovan 4.3 TDI Mec 4p,2009,julho de 2021 ,"R$ 50.595,00"
501013-6,7500 TDX 2p (diesel),2001,novembro de 2020 ,"R$ 33.274,00"
501014-4,8500 Turbo 2p (diesel),2010,agosto de 2020 ,"R$ 58.597,00"
501011-0,7000 DX 2p (diesel),1999,março de 2020 ,"R$ 27.507,00"
501012-8,7500 TD 2p (diesel),2002,agosto de 2020 ,"R$ 37.756,00"
501014-4,8500 Turbo 2p (diesel),2010,novembro de 2021 ,"R$ 64.845,00"
501014-4,8500 Turbo 2p (diesel),2011,maio de 2020 ,"R$ 60.245,00"
501013-6,7500 TDX 2p (diesel),2000,outubro de 2020 ,"R$ 31.101,00"
501014-4,8500 Turbo 2p (diesel),2011,junho de 2020 ,"R$ 60.556,00"
501013-6,7500 TDX 2p (diesel),2001,janeiro de 2021 ,"R$ 33.100,00"
501026-8,8500 E-tronic CE 2p (diesel),2009,setembro de 2021 ,"R$ 59.559,00"
501012-8,7500 TD 2p (diesel),2001,junho de 2020 ,"R$ 32.164,00"
501038-1,8700 LX 2p (diesel) (E5),2016,julho de 2021 ,"R$ 93.919,00"
501014-4,8500 Turbo 2p (diesel),2010,agosto de 2021 ,"R$ 59.902,00"
501038-1,8700 LX 2p (diesel) (E5),2016,agosto de 2021 ,"R$ 95.327,00"
501026-8,8500 E-tronic CE 2p (diesel),2008,outubro de 2021 ,"R$ 57.952,00"
501014-4,8500 Turbo 2p (diesel),2009,setembro de 2021 ,"R$ 59.102,00"
501014-4,8500 Turbo 2p (diesel),2009,julho de 2020 ,"R$ 56.599,00"
501026-8,8500 E-tronic CE 2p (diesel),2009,agosto de 2021 ,"R$ 58.679,00"
501013-6,7500 TDX 2p (diesel),2000,julho de 2020 ,"R$ 31.252,00"
501038-1,8700 LX 2p (diesel) (E5),2016,maio de 2020 ,"R$ 95.834,00"
501014-4,8500 Turbo 2p (diesel),2009,outubro de 2021 ,"R$ 59.308,00"
501037-3,A10000 2p (diesel) (E5),2021,maio de 2021 ,"R$ 175.255,00"
501020-9,6000 D CS 2p (diesel),2005,agosto de 2021 ,"R$ 40.179,00"
501037-3,A10000 2p (diesel) (E5),2020,janeiro de 2020 ,"R$ 147.306,00"
501032-2,8700 / 8700 S 2p (diesel) (E5),2019,janeiro de 2021 ,"R$ 135.491,00"
501041-1,A7500 2p (diesel)(E5),2021,dezembro de 2021 ,"R$ 200.100,00"
501032-2,8700 / 8700 S 2p (diesel) (E5),2020,outubro de 2020 ,"R$ 153.178,00"
501035-7,MARRUÁ AM 300 2.8 CS TDI Diesel (E5),32000,maio de 2020 ,"R$ 282.150,00"
501023-3,9200 Turbo 2p (diesel),2010,fevereiro de 2021 ,"R$ 73.473,00"
501022-5,6000 Furgovan 2.8 TDI RS/ RD 4p,2003,novembro de 2020 ,"R$ 38.539,00"
501032-2,8700 / 8700 S 2p (diesel) (E5),2019,dezembro de 2020 ,"R$ 135.858,00"
501035-7,MARRUÁ AM 300 2.8 CS TDI Diesel (E5),2022,outubro de 2021 ,"R$ 321.371,00"
501041-1,A7500 2p (diesel)(E5),2021,novembro de 2021 ,"R$ 190.872,00"
501041-1,A7500 2p (diesel)(E5),2021,junho de 2021 ,"R$ 170.372,00"
501032-2,8700 / 8700 S 2p (diesel) (E5),2019,novembro de 2020 ,"R$ 136.226,00"
501037-3,A10000 2p (diesel) (E5),2019,junho de 2021 ,"R$ 135.486,00"
501024-1,8000 Furgovan 4.3 TDI Mec 4p,2006,junho de 2020 ,"R$ 45.805,00"
501037-3,A10000 2p (diesel) (E5),2019,fevereiro de 2020 ,"R$ 141.059,00"
501041-1,A7500 2p (diesel)(E5),2020,janeiro de 2021 ,"R$ 148.652,00"
501041-1,A7500 2p (diesel)(E5),2020,dezembro de 2020 ,"R$ 145.639,00"
501041-1,A7500 2p (diesel)(E5),2020,outubro de 2021 ,"R$ 160.904,00"
501041-1,A7500 2p (diesel)(E5),2020,novembro de 2020 ,"R$ 146.224,00"
501041-1,A7500 2p (diesel)(E5),2020,abril de 2021 ,"R$ 151.788,00"
501037-3,A10000 2p (diesel) (E5),2020,abril de 2021 ,"R$ 158.859,00"
501036-5,A8700 2p (diesel) (E5),2020,agosto de 2020 ,"R$ 139.007,00"
501036-5,A8700 2p (diesel) (E5),2020,fevereiro de 2020 ,"R$ 139.521,00"
501041-1,A7500 2p (diesel)(E5),2020,fevereiro de 2021 ,"R$ 148.012,00"
501035-7,MARRUÁ AM 300 2.8 CS TDI Diesel (E5),2020,agosto de 2020 ,"R$ 241.282,00"
501035-7,MARRUÁ AM 300 2.8 CS TDI Diesel (E5),2020,julho de 2020 ,"R$ 241.887,00"
501036-5,A8700 2p (diesel) (E5),2020,março de 2020 ,"R$ 141.521,00"
501035-7,MARRUÁ AM 300 2.8 CS TDI Diesel (E5),2020,junho de 2020 ,"R$ 238.698,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),32000,agosto de 2021 ,"R$ 431.209,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),32000,dezembro de 2020 ,"R$ 390.666,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),32000,outubro de 2020 ,"R$ 390.666,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),32000,janeiro de 2021 ,"R$ 412.050,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),32000,novembro de 2020 ,"R$ 390.666,00"
531003-2,NÀSCERE RODOVIÁRIO (diesel)(E5),32000,dezembro de 2021 ,"R$ 455.769,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),32000,janeiro de 2020 ,"R$ 346.999,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),32000,maio de 2020 ,"R$ 350.495,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2020,abril de 2021 ,"R$ 322.481,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2020,setembro de 2021 ,"R$ 340.214,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,novembro de 2021 ,"R$ 312.028,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,março de 2021 ,"R$ 293.204,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,dezembro de 2021 ,"R$ 313.120,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2020,julho de 2021 ,"R$ 330.234,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2020,fevereiro de 2021 ,"R$ 326.617,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,setembro de 2020 ,"R$ 261.047,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,junho de 2021 ,"R$ 296.322,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,outubro de 2021 ,"R$ 310.940,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,agosto de 2020 ,"R$ 262.412,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,maio de 2021 ,"R$ 291.943,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,julho de 2020 ,"R$ 259.874,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,abril de 2020 ,"R$ 263.972,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,março de 2020 ,"R$ 265.432,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,junho de 2020 ,"R$ 261.180,00"
531002-4,NÀSCERE FRETAMENTO (diesel)(E5),2019,fevereiro de 2020 ,"R$ 266.954,00"
502005-0,13000 2p (diesel),1989,maio de 2021 ,"R$ 22.733,00"
502001-8,11000 2p (diesel),1987,janeiro de 2021 ,"R$ 16.786,00"
502001-8,11000 2p (diesel),1987,setembro de 2020 ,"R$ 16.674,00"
502001-8,11000 2p (diesel),1987,dezembro de 2021 ,"R$ 18.864,00"
502001-8,11000 2p (diesel),1987,dezembro de 2020 ,"R$ 16.805,00"
502001-8,11000 2p (diesel),1987,outubro de 2021 ,"R$ 18.124,00"
502001-8,11000 2p (diesel),1987,fevereiro de 2021 ,"R$ 16.599,00"
502005-0,13000 2p (diesel),1988,julho de 2020 ,"R$ 22.027,00"
502001-8,11000 2p (diesel),1987,novembro de 2020 ,"R$ 16.854,00"
502006-9,13000 3-Eixos 2p (diesel),1987,dezembro de 2021 ,"R$ 23.475,00"
502006-9,13000 3-Eixos 2p (diesel),1988,junho de 2021 ,"R$ 23.472,00"
502005-0,13000 2p (diesel),1987,janeiro de 2021 ,"R$ 19.434,00"
502001-8,11000 2p (diesel),1986,abril de 2020 ,"R$ 16.204,00"
502005-0,13000 2p (diesel),1987,outubro de 2020 ,"R$ 19.502,00"
502005-0,13000 2p (diesel),1987,abril de 2021 ,"R$ 19.851,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1995,fevereiro de 2021 ,"R$ 37.651,00"
502005-0,13000 2p (diesel),1986,fevereiro de 2021 ,"R$ 18.873,00"
502002-6,11000 3-Eixos 2p (diesel),1986,outubro de 2021 ,"R$ 18.061,00"
502012-3,22000 2p (diesel),1990,março de 2020 ,"R$ 32.942,00"
502012-3,22000 2p (diesel),1990,novembro de 2020 ,"R$ 32.518,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1994,outubro de 2020 ,"R$ 36.237,00"
502001-8,11000 2p (diesel),1985,outubro de 2020 ,"R$ 14.931,00"
502009-3,19000 2p (diesel),1988,setembro de 2020 ,"R$ 27.193,00"
502005-0,13000 2p (diesel),1987,janeiro de 2020 ,"R$ 19.255,00"
502010-7,19000 3-Eixos 2p (diesel),1988,março de 2020 ,"R$ 27.944,00"
502001-8,11000 2p (diesel),1986,julho de 2021 ,"R$ 17.000,00"
502011-5,21000 2p (diesel),1988,novembro de 2021 ,"R$ 27.574,00"
502013-1,6000 2p (diesel),1996,fevereiro de 2020 ,"R$ 30.777,00"
502005-0,13000 2p (diesel),1986,maio de 2020 ,"R$ 17.953,00"
502001-8,11000 2p (diesel),1984,setembro de 2021 ,"R$ 12.959,00"
502010-7,19000 3-Eixos 2p (diesel),1988,janeiro de 2020 ,"R$ 28.024,00"
502005-0,13000 2p (diesel),1986,novembro de 2020 ,"R$ 18.279,00"
502009-3,19000 2p (diesel),1987,janeiro de 2020 ,"R$ 25.460,00"
502002-6,11000 3-Eixos 2p (diesel),1985,abril de 2021 ,"R$ 16.080,00"
502005-0,13000 2p (diesel),1986,junho de 2020 ,"R$ 17.933,00"
502011-5,21000 2p (diesel),1987,dezembro de 2021 ,"R$ 25.732,00"
502011-5,21000 2p (diesel),1987,fevereiro de 2021 ,"R$ 24.091,00"
502001-8,11000 2p (diesel),1984,junho de 2021 ,"R$ 12.395,00"
502001-8,11000 2p (diesel),1985,março de 2020 ,"R$ 14.410,00"
502014-0,C-60 2p (Gas.),1984,setembro de 2020 ,"R$ 6.709,00"
502009-3,19000 2p (diesel),1986,março de 2020 ,"R$ 22.112,00"
502009-3,19000 2p (diesel),1986,maio de 2020 ,"R$ 22.058,00"
502016-6,D-60 2p (diesel),1989,maio de 2021 ,"R$ 24.328,00"
502016-6,D-60 2p (diesel),1989,outubro de 2020 ,"R$ 23.531,00"
502016-6,D-60 2p (diesel),1989,setembro de 2020 ,"R$ 23.562,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1992,março de 2021 ,"R$ 33.478,00"
502009-3,19000 2p (diesel),1986,junho de 2021 ,"R$ 22.060,00"
502013-1,6000 2p (diesel),1995,julho de 2020 ,"R$ 30.255,00"
502016-6,D-60 2p (diesel),1989,agosto de 2020 ,"R$ 23.593,00"
502017-4,D-70 2p (diesel),1989,dezembro de 2020 ,"R$ 24.521,00"
502014-0,C-60 2p (Gas.),1984,maio de 2020 ,"R$ 6.781,00"
502014-0,C-60 2p (Gas.),1984,abril de 2020 ,"R$ 6.799,00"
502001-8,11000 2p (diesel),1984,junho de 2020 ,"R$ 12.297,00"
502013-1,6000 2p (diesel),1994,janeiro de 2020 ,"R$ 28.774,00"
502011-5,21000 2p (diesel),1986,junho de 2021 ,"R$ 22.373,00"
502001-8,11000 2p (diesel),1983,julho de 2020 ,"R$ 11.390,00"
502009-3,19000 2p (diesel),1985,maio de 2021 ,"R$ 19.446,00"
502014-0,C-60 2p (Gas.),1983,março de 2020 ,"R$ 6.434,00"
502001-8,11000 2p (diesel),1983,maio de 2020 ,"R$ 11.455,00"
502017-4,D-70 2p (diesel),1989,novembro de 2020 ,"R$ 23.525,00"
502016-6,D-60 2p (diesel),1989,abril de 2021 ,"R$ 24.360,00"
502016-6,D-60 2p (diesel),1989,julho de 2020 ,"R$ 23.624,00"
502005-0,13000 2p (diesel),1984,março de 2020 ,"R$ 15.055,00"
502016-6,D-60 2p (diesel),1989,maio de 2020 ,"R$ 23.686,00"
502016-6,D-60 2p (diesel),1989,junho de 2020 ,"R$ 23.655,00"
502017-4,D-70 2p (diesel),1989,outubro de 2020 ,"R$ 23.556,00"
502005-0,13000 2p (diesel),1984,fevereiro de 2020 ,"R$ 15.099,00"
502005-0,13000 2p (diesel),1983,dezembro de 2020 ,"R$ 13.418,00"
502013-1,6000 2p (diesel),1994,dezembro de 2021 ,"R$ 30.189,00"
502006-9,13000 3-Eixos 2p (diesel),1984,agosto de 2021 ,"R$ 17.470,00"
502012-3,22000 2p (diesel),1987,agosto de 2020 ,"R$ 26.312,00"
502013-1,6000 2p (diesel),1993,agosto de 2021 ,"R$ 27.565,00"
502006-9,13000 3-Eixos 2p (diesel),1983,fevereiro de 2021 ,"R$ 16.208,00"
502014-0,C-60 2p (Gas.),1982,junho de 2020 ,"R$ 6.109,00"
502013-1,6000 2p (diesel),1993,setembro de 2021 ,"R$ 27.978,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1991,janeiro de 2021 ,"R$ 32.515,00"
502014-0,C-60 2p (Gas.),1982,agosto de 2020 ,"R$ 6.077,00"
502001-8,11000 2p (diesel),1982,abril de 2021 ,"R$ 10.125,00"
502001-8,11000 2p (diesel),1982,maio de 2021 ,"R$ 10.097,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1991,abril de 2020 ,"R$ 32.431,00"
502014-0,C-60 2p (Gas.),1981,dezembro de 2021 ,"R$ 5.461,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1991,dezembro de 2020 ,"R$ 32.568,00"
502005-0,13000 2p (diesel),1983,junho de 2021 ,"R$ 13.426,00"
502006-9,13000 3-Eixos 2p (diesel),1983,novembro de 2021 ,"R$ 17.266,00"
502012-3,22000 2p (diesel),1986,abril de 2020 ,"R$ 24.421,00"
502015-8,D-40 2p (diesel),1992,julho de 2021 ,"R$ 28.260,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1990,novembro de 2020 ,"R$ 31.094,00"
502017-4,D-70 2p (diesel),1988,julho de 2020 ,"R$ 22.221,00"
502012-3,22000 2p (diesel),1986,maio de 2020 ,"R$ 24.389,00"
502011-5,21000 2p (diesel),1985,setembro de 2020 ,"R$ 19.736,00"
502017-4,D-70 2p (diesel),1987,setembro de 2020 ,"R$ 21.260,00"
502005-0,13000 2p (diesel),1982,março de 2021 ,"R$ 12.665,00"
502006-9,13000 3-Eixos 2p (diesel),1983,outubro de 2021 ,"R$ 17.206,00"
502001-8,11000 2p (diesel),1981,novembro de 2021 ,"R$ 9.305,00"
502001-8,11000 2p (diesel),1981,agosto de 2021 ,"R$ 9.105,00"
502001-8,11000 2p (diesel),1981,março de 2021 ,"R$ 8.757,00"
502012-3,22000 2p (diesel),1986,fevereiro de 2020 ,"R$ 24.485,00"
502005-0,13000 2p (diesel),1982,agosto de 2021 ,"R$ 13.166,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1991,maio de 2020 ,"R$ 32.379,00"
502012-3,22000 2p (diesel),1986,outubro de 2021 ,"R$ 25.652,00"
502008-5,14000 Turbo 3-Eixos 2p (diesel),1990,setembro de 2020 ,"R$ 31.194,00"
502013-1,6000 2p (diesel),1993,outubro de 2020 ,"R$ 26.627,00"
502005-0,13000 2p (diesel),1983,setembro de 2020 ,"R$ 13.532,00"
502001-8,11000 2p (diesel),1982,fevereiro de 2020 ,"R$ 10.523,00"
502005-0,13000 2p (diesel),1982,agosto de 2020 ,"R$ 12.919,00"
502017-4,D-70 2p (diesel),1987,agosto de 2020 ,"R$ 21.286,00"
502005-0,13000 2p (diesel),1981,julho de 2021 ,"R$ 11.994,00"
519003-7,Alleanza Mini Exe./Turismo 2p (diesel),2008,agosto de 2021 ,"R$ 79.686,00"
519004-5,Alleanza Gran Escolar 2p (diesel),2008,fevereiro de 2020 ,"R$ 81.585,00"
