Código FIPE,Modelo,Ano,Mês de Referência,Preço
513111-1,T-113 H 360 6x2 2p (diesel),1997,outubro de 2020 ,"R$ 89.142,00"
513069-7,T-113 H 360 4x2 2p (diesel),1996,janeiro de 2021 ,"R$ 81.101,00"
513073-5,T-114 GA 360 4x2 NZ 2p (diesel),1998,junho de 2021 ,"R$ 92.155,00"
513068-9,T-113 H 320 4x2 Top-Line 2p (diesel),1995,setembro de 2020 ,"R$ 75.264,00"
513074-3,T-114 GB 320 4x2 NZ 2p (diesel),1999,janeiro de 2020 ,"R$ 91.745,00"
513069-7,T-113 H 360 4x2 2p (diesel),1995,outubro de 2021 ,"R$ 91.669,00"
513104-9,T-113 H 360 4x2 Top-L. 3-Eixos 2p (die.),1996,novembro de 2020 ,"R$ 89.244,00"
513111-1,T-113 H 360 6x2 2p (diesel),1996,setembro de 2020 ,"R$ 85.472,00"
513118-9,T-113 H 320 6x2 2p (diesel),1995,janeiro de 2020 ,"R$ 76.896,00"
513064-6,T-113 E 320 6x4 2p (diesel),1992,janeiro de 2020 ,"R$ 62.203,00"
513074-3,T-114 GB 320 4x2 NZ 2p (diesel),1998,dezembro de 2021 ,"R$ 94.569,00"
513067-0,T-113 H 320 4x2 2p (diesel),1994,janeiro de 2021 ,"R$ 64.659,00"
513073-5,T-114 GA 360 4x2 NZ 2p (diesel),1998,janeiro de 2020 ,"R$ 89.371,00"
513071-9,T-114 GA 320 4x2 NZ 2p (diesel),1998,agosto de 2021 ,"R$ 89.969,00"
513075-1,T-114 GB 360 4x2 NZ 2p (diesel),2006,novembro de 2020 ,"R$ 136.222,00"
513104-9,T-113 H 360 4x2 Top-L. 3-Eixos 2p (die.),1995,setembro de 2021 ,"R$ 108.337,00"
